MSG	0 TMT_EVENT: timer_started
MSG	0 TMT_EVENT: correct_click_B_Target:1
SFIX R   0
0	1222.8	 218.9	 337.4	32768.0	...
1	1223.0	 219.2	 333.5	32768.0	...
2	1223.4	 218.3	 332.2	32768.0	...
3	1223.5	 219.1	 338.3	32768.0	...
4	1223.8	 219.1	 336.5	32768.0	...
5	1223.4	 219.2	 337.2	32768.0	...
6	1223.8	 218.9	 336.7	32768.0	...
7	1223.0	 218.9	 330.5	32768.0	...
8	1223.1	 219.2	 331.6	32768.0	...
9	1223.6	 218.4	 335.6	32768.0	...
10	1223.1	 218.5	 331.4	32768.0	...
11	1223.2	 218.3	 339.1	32768.0	...
12	1223.3	 219.0	 332.6	32768.0	...
13	1223.6	 219.0	 339.3	32768.0	...
14	1223.6	 219.1	 334.8	32768.0	...
15	1223.2	 218.3	 333.4	32768.0	...
16	1223.4	 218.4	 339.4	32768.0	...
17	1222.8	 218.9	 330.4	32768.0	...
18	1223.0	 218.7	 337.0	32768.0	...
19	1223.7	 218.5	 330.5	32768.0	...
20	1222.8	 218.6	 332.2	32768.0	...
21	1223.3	 218.6	 330.3	32768.0	...
22	1223.1	 218.4	 335.7	32768.0	...
23	1223.7	 218.3	 337.6	32768.0	...
24	1223.6	 218.4	 333.7	32768.0	...
25	1223.7	 219.2	 332.7	32768.0	...
26	1223.3	 218.5	 337.9	32768.0	...
27	1222.9	 218.4	 338.0	32768.0	...
28	1223.6	 218.6	 334.3	32768.0	...
29	1223.7	 219.2	 334.6	32768.0	...
30	1223.0	 218.8	 332.2	32768.0	...
31	1223.5	 219.1	 336.5	32768.0	...
32	1223.6	 218.8	 336.6	32768.0	...
33	1223.6	 218.3	 338.6	32768.0	...
34	1223.3	 218.9	 332.0	32768.0	...
35	1223.1	 218.6	 336.6	32768.0	...
36	1223.0	 218.8	 330.6	32768.0	...
37	1223.0	 218.3	 334.7	32768.0	...
38	1223.5	 219.3	 335.7	32768.0	...
39	1222.9	 218.6	 331.0	32768.0	...
40	1222.9	 218.9	 337.8	32768.0	...
41	1222.9	 218.8	 332.0	32768.0	...
42	1223.2	 218.3	 338.2	32768.0	...
43	1223.5	 219.2	 334.8	32768.0	...
44	1223.2	 219.1	 334.5	32768.0	...
45	1222.8	 219.1	 330.7	32768.0	...
46	1222.8	 218.3	 338.1	32768.0	...
47	1223.1	 218.6	 333.6	32768.0	...
48	1223.1	 218.5	 336.6	32768.0	...
49	1222.9	 218.7	 337.6	32768.0	...
50	1223.4	 218.9	 332.5	32768.0	...
51	1223.1	 218.5	 337.2	32768.0	...
52	1223.3	 218.7	 335.0	32768.0	...
53	1223.3	 218.5	 337.2	32768.0	...
54	1223.1	 218.6	 338.8	32768.0	...
55	1223.0	 218.5	 333.1	32768.0	...
56	1223.6	 218.6	 331.4	32768.0	...
57	1223.2	 218.4	 332.3	32768.0	...
58	1223.1	 219.1	 336.2	32768.0	...
59	1223.6	 218.9	 334.1	32768.0	...
60	1222.8	 219.2	 332.8	32768.0	...
61	1223.6	 218.8	 335.5	32768.0	...
62	1223.4	 219.0	 338.5	32768.0	...
63	1223.4	 219.1	 330.0	32768.0	...
64	1223.3	 218.9	 338.7	32768.0	...
65	1223.2	 218.7	 334.2	32768.0	...
66	1223.1	 218.8	 333.5	32768.0	...
67	1223.0	 218.4	 331.9	32768.0	...
68	1223.8	 218.3	 337.5	32768.0	...
69	1222.8	 218.4	 331.0	32768.0	...
70	1223.4	 218.6	 331.2	32768.0	...
71	1223.6	 218.5	 337.1	32768.0	...
72	1223.3	 218.8	 338.9	32768.0	...
73	1223.8	 219.0	 333.7	32768.0	...
74	1223.3	 218.4	 339.6	32768.0	...
75	1223.4	 219.0	 335.1	32768.0	...
76	1223.2	 218.9	 330.7	32768.0	...
77	1222.9	 219.2	 339.7	32768.0	...
78	1223.1	 219.2	 339.7	32768.0	...
79	1223.6	 218.8	 331.2	32768.0	...
80	1223.6	 218.7	 331.8	32768.0	...
